url_path,views_total,views_unique
/mmvanheusden/SteamDepotDownloaderGUI,281,184
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.4.1,132,93
/mmvanheusden/SteamDepotDownloaderGUI/releases,23,19
/mmvanheusden/SteamDepotDownloaderGUI/blob/master/screenshot.png,15,7
/mmvanheusden/SteamDepotDownloaderGUI/issues,14,9
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.0,10,9
/mmvanheusden/SteamDepotDownloaderGUI/tree/master/.github,7,3
/mmvanheusden/SteamDepotDownloaderGUI/releases/tag/v2.1.1,5,5
/mmvanheusden/SteamDepotDownloaderGUI/issues/new,4,4
/mmvanheusden/SteamDepotDownloaderGUI/commit/2f85e861b6ea89be626246c669671ea55062bd3f,3,3
