time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-26 00:00:00+00:00,2.0,2.0,1023,437
2024-04-27 00:00:00+00:00,5.0,2.0,608,302
2024-04-28 00:00:00+00:00,1.0,1.0,321,167
2024-04-29 00:00:00+00:00,7.0,4.0,267,126
2024-04-30 00:00:00+00:00,1.0,1.0,189,92
2024-05-01 00:00:00+00:00,2.0,2.0,177,81
2024-05-02 00:00:00+00:00,5.0,4.0,145,70
2024-05-03 00:00:00+00:00,12.0,5.0,173,72
2024-05-04 00:00:00+00:00,26.0,7.0,95,58
2024-05-05 00:00:00+00:00,3.0,3.0,68,40
2024-05-06 00:00:00+00:00,10.0,6.0,89,59
2024-05-07 00:00:00+00:00,6.0,2.0,84,39
2024-05-08 00:00:00+00:00,5.0,2.0,72,36
2024-05-09 00:00:00+00:00,,,78,32
