time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-15 00:00:00+00:00,,,118,53
2024-06-16 00:00:00+00:00,,,115,51
2024-06-17 00:00:00+00:00,5.0,3.0,153,48
2024-06-18 00:00:00+00:00,1.0,1.0,110,50
2024-06-19 00:00:00+00:00,6.0,3.0,94,38
2024-06-20 00:00:00+00:00,4.0,1.0,134,51
2024-06-21 00:00:00+00:00,4.0,2.0,106,51
2024-06-22 00:00:00+00:00,,,195,78
2024-06-23 00:00:00+00:00,,,88,37
2024-06-24 00:00:00+00:00,3.0,2.0,92,37
2024-06-25 00:00:00+00:00,3.0,1.0,97,35
2024-06-26 00:00:00+00:00,,,104,41
2024-06-27 00:00:00+00:00,,,126,43
2024-06-28 00:00:00+00:00,1.0,1.0,113,41
